Name,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Chilwell,3.11742833333333,3.11742833333333,3.01277333333333,3.19807833333333,3.34303833333333,2.99313333333333,3.09888333333333,2.72740833333333,2.52904833333333,2.61108333333333,2.81525833333333,2.72030333333333,2.92517333333333,3.25152333333333,3.11018333333333,3.12562333333333,2.77188333333333,3.15546833333333,2.38228833333333,3.22967333333333,3.08791333333333,2.40895333333333,2.83920833333333,2.89985333333333,3.06407333333333,2.64488333333333,3.37887833333333,2.92416833333333,2.83116333333333,3.30454333333333,2.74229833333333,2.76839833333333,3.23368333333333,3.11467333333333,3.32964833333333
Chukwuemeka,1.09055333333333,0.840553333333333,1.22940833333333,1.32767333333333,1.33645833333333,1.35614833333333,1.37767833333333,1.34793333333333,1.32250833333333,1.33331333333333,1.35444833333333,1.34675333333333,1.35149333333333,1.34846833333333,1.36346333333333,1.35504333333333,1.34507333333333,1.38522833333333,1.32135333333333,1.36817833333333,1.34823833333333,1.31057333333333,1.36491833333333,1.35570833333333,1.37067833333333,1.32809833333333,1.36752833333333,1.37865833333333,1.36538833333333,1.38651333333333,1.35108333333333,1.33595833333333,1.36956333333333,1.38968333333333,1.40234833333333
Enzo,2.72016666666667,2.72016666666667,2.59734666666667,2.62372666666667,2.51154166666667,2.51107666666667,2.61207166666667,2.47254666666667,2.35328166666667,2.40395166666667,2.50309666666667,2.46699666666667,2.48924666666667,2.47505166666667,2.54539166666667,2.50588666666667,2.45912666666667,2.64748666666667,2.34784666666667,2.56751166666667,2.47397666666667,2.29729666666667,2.55221666666667,2.50902166666667,2.57923666666667,2.37950166666667,2.56446666666667,2.61667666666667,2.55441166666667,2.65352166666667,2.48730666666667,2.41635666666667,2.57401666666667,2.66837666666667,2.72780166666667
Gusto,3.95619333333333,3.95619333333333,3.89236833333333,3.98593833333333,4.05529333333333,3.85588833333333,3.91734333333333,3.70146833333333,3.58619833333333,3.63387333333333,3.75252333333333,3.69734333333333,3.81639333333333,4.00604333333333,3.92390833333333,3.93288333333333,3.72731833333333,3.95022833333333,3.50091333333333,3.99334833333333,3.91096833333333,3.51640833333333,3.76643833333333,3.80168333333333,3.89711333333333,3.65351333333333,4.08005333333333,3.81581333333333,3.76176333333333,4.03685833333333,3.71012333333333,3.72528833333333,3.99567833333333,3.92651833333333,4.05144833333333
James,1.369055,1.369055,1.45963,1.6634,1.793115,1.486995,1.584055,1.24309,1.06102,1.13632,1.323725,1.23657,1.42461,1.72416,1.59443,1.6086,1.283915,1.635995,0.926315,1.704105,1.573985,0.95079,1.34571,1.401375,1.552105,1.167345,1.841055,1.42369,1.338325,1.772825,1.256755,1.280715,1.707785,1.59855,1.79587
Lukaku,0.708615,0.708615,0.70577,0.77538,0.72516,0.663825,0.670935,0.657005,0.648305,0.637135,0.73424,0.63032,0.72801,0.679515,0.67736,0.695915,0.65018,0.79041,0.64878,0.726365,0.68158,0.628055,0.67118,0.64776,0.717845,0.661495,0.711895,0.722275,0.73573,0.74011,0.662045,0.70786,0.7336,0.7197,0.724775
N.Jackson,3.80401,3.80401,3.791755,3.952615,3.687555,3.50511,3.530555,3.480705,3.449565,3.409575,3.757125,3.385195,3.734835,3.561265,3.55355,3.61995,3.43672,4.06445,3.44706,3.739955,3.573255,3.379715,3.54967,3.46569,3.755225,3.4923,3.677155,3.716895,3.763195,3.768055,3.53702,3.66272,3.73329,3.70508,3.743695
Sterling,5.87176333333333,5.87176333333333,5.79709333333333,5.86009833333333,5.74497333333333,5.77090833333333,5.87658833333333,5.73059833333333,5.60580333333333,5.65882333333333,5.76256333333333,5.72478833333333,5.74807333333333,5.73321833333333,5.80681333333333,5.76547833333333,5.71655333333333,5.91364333333333,5.60011333333333,5.82996333333333,5.73208833333333,5.54722333333333,5.81395833333333,5.76875833333333,5.84223333333333,5.63323833333333,5.82677333333333,5.88140333333333,5.81625333333333,5.91995833333333,5.74603833333333,5.67180333333333,5.83676833333333,5.93550333333333,5.99768333333333
C.Doucouré,2.14066833333333,2.14066833333333,2.30974833333333,2.22381833333333,2.37776333333333,2.21428333333333,2.30401833333333,2.26706333333333,2.36533333333333,2.24767833333333,2.24982833333333,2.41029333333333,2.27038333333333,2.14972833333333,2.27428833333333,2.22609333333333,2.34024833333333,2.19948333333333,2.25731333333333,2.26473333333333,2.26973833333333,2.26590833333333,2.31143333333333,2.25579833333333,2.28407333333333,2.32037333333333,2.37432333333333,2.32459833333333,2.18361333333333,2.18032333333333,2.31721333333333,2.32158833333333,2.34303333333333,2.29988833333333,2.27892333333333
Edouard,4.37691833333333,4.37691833333333,4.56274333333333,4.17934833333333,4.57431333333333,4.18113833333333,4.25865833333333,4.32708833333333,4.37949333333333,4.19615833333333,4.28024333333333,4.36601333333333,4.37232333333333,4.16461833333333,4.37344333333333,4.20800333333333,4.24807833333333,4.22691333333333,4.26507333333333,4.25165333333333,4.25035833333333,4.36110833333333,4.32919333333333,4.22049333333333,4.33739333333333,4.37238833333333,4.34464333333333,4.32269333333333,4.20326833333333,4.20187833333333,4.36025333333333,4.45491333333333,4.35118333333333,4.26080333333333,4.34108333333333
Eze,4.12902,4.12902,4.35026,4.1351,4.377325,4.02818,4.198825,4.128545,4.31542,4.091685,4.09577,4.400915,4.134865,3.905425,4.14229,4.05064,4.267715,4.00004,4.11001,4.124115,4.133635,4.12635,4.21292,4.10713,4.160895,4.229925,4.332515,4.237955,3.96986,3.963605,4.223915,4.232235,4.27301,4.190965,4.1511
Guéhi,2.20087833333333,2.20087833333333,2.58768333333333,2.24205833333333,2.85884833333333,2.18800333333333,2.39140833333333,2.84671833333333,2.80632333333333,2.33138333333333,2.32696833333333,2.82870833333333,2.28655333333333,2.00777333333333,2.37005333333333,2.22920833333333,2.62294333333333,2.21814333333333,2.75904833333333,2.30499833333333,2.37505833333333,2.46805833333333,2.87260333333333,2.29172333333333,2.78414333333333,2.59190833333333,2.63702333333333,2.64570333333333,2.11485833333333,1.98400333333333,2.74314333333333,2.71921833333333,2.46716333333333,2.63302333333333,2.55498333333333
